year,state_name, population , violent_crime , homicide , rape_legacyrevised , robbery , aggravated_assault , property_crime , burglary , larceny , motor_vehicle_theft 
1984,Missouri,"5,008,000","23,071",358,"1,325","7,053","14,335","192,123","55,863","119,749","16,511"
1984,Montana,"824,000","1,958",36,170,226,"1,526","36,380","7,070","27,080","2,230"
1984,North Carolina,"6,165,000","24,885",539,"1,330","4,612","18,404","224,437","69,747","143,700","10,990"
1984,North Dakota,"686,000",368,8,90,53,217,"17,354","2,738","13,856",760
1984,Nebraska,"1,606,000","3,627",54,381,693,"2,499","52,526","10,339","39,875","2,312"
1984,New Hampshire,"977,000","1,308",10,202,227,869,"29,347","7,190","20,314","1,843"
1984,New Jersey,"7,515,000","39,659",402,"2,446","18,218","18,593","325,231","79,871","202,181","43,179"
1984,New Mexico,"1,424,000","9,798",130,783,"1,856","7,029","79,108","23,349","51,195","4,564"
1984,Nevada,"911,000","5,726",98,553,"2,542","2,533","54,045","18,023","31,508","4,514"
1984,New York,"17,735,000","162,157","1,786","5,599","89,900","64,872","826,969","222,956","488,621","115,392"
1984,Ohio,"10,752,000","41,430",551,"3,734","15,656","21,489","418,011","112,887","266,148","38,976"
1984,Oklahoma,"3,298,000","13,438",258,"1,315","3,668","8,197","147,917","47,979","84,844","15,094"
1984,Oregon,"2,674,000","13,533",128,"1,201","4,508","7,696","153,423","48,755","96,742","7,926"
1984,Pennsylvania,"11,901,000","38,154",538,"2,764","17,656","17,196","325,960","88,517","196,999","40,444"
1984,Rhode Island,"962,000","3,220",33,205,"1,091","1,891","42,706","11,396","24,654","6,656"
1984,South Carolina,"3,300,000","20,607",305,"1,329","3,408","15,565","133,270","40,646","84,753","7,871"
1984,South Dakota,"706,000","1,041",13,190,105,733,"17,403","3,529","13,102",772
1984,Tennessee,"4,717,000","21,010",394,"1,887","7,867","10,862","162,462","53,002","92,176","17,284"
1984,Texas,"15,989,000","80,737","2,093","7,343","28,540","42,761","883,391","266,074","529,518","87,799"
1984,Utah,"1,652,000","4,035",47,336,958,"2,694","74,703","14,176","56,782","3,745"
1984,Virginia,"5,636,000","16,660",434,"1,503","5,765","8,958","196,581","47,436","138,808","10,337"
1984,Vermont,"530,000",769,12,105,122,530,"20,261","5,387","14,054",820
1984,Washington,"4,349,000","17,676",202,"2,176","5,247","10,051","247,687","74,021","162,905","10,761"
1984,Wisconsin,"4,766,000","9,367",117,790,"3,167","5,293","189,484","39,755","138,526","11,203"
1984,West Virginia,"1,952,000","3,283",86,305,744,"2,148","42,313","12,649","26,296","3,368"
1984,Wyoming,"511,000","1,237",17,107,118,995,"17,582","3,279","13,518",785
1985,Total,"237,923,795","1,327,767","18,976","87,671","497,874","723,246","11,102,590","3,073,348","6,926,380","1,102,862"
1985,Alaska,"521,000","3,031",51,402,484,"2,094","27,588","6,209","18,220","3,159"
1985,Alabama,"4,021,000","18,398",396,"1,079","4,237","12,686","140,115","41,612","88,108","10,395"
1985,Arkansas,"2,359,000","8,199",187,686,"1,617","5,709","76,372","22,207","49,957","4,208"
1985,Arizona,"3,187,000","19,202",254,"1,458","4,670","12,820","207,591","59,585","135,720","12,286"
1985,California,"26,365,000","201,763","2,770","11,421","86,387","101,185","1,516,710","448,506","890,967","177,237"
1985,Colorado,"3,231,000","15,219",189,"1,321","4,012","9,697","208,336","56,480","137,868","13,988"
1985,Connecticut,"3,174,000","12,758",120,763,"6,032","5,843","136,572","36,041","86,524","14,007"
1985,District of Columbia,"626,000","10,171",147,337,"5,230","4,457","39,904","10,005","24,874","5,025"
1985,Delaware,"622,000","2,695",30,296,773,"1,596","28,164","6,826","19,638","1,700"
1985,Florida,"11,366,000","106,971","1,296","6,004","35,506","64,165","753,918","228,402","465,792","59,724"
1985,Georgia,"5,976,000","30,311",620,"2,587","9,812","17,292","275,070","81,070","171,950","22,050"
1985,Hawaii,"1,054,000","2,313",43,310,"1,048",912,"52,501","12,164","37,357","2,980"
1985,Iowa,"2,884,000","6,106",55,363,"1,187","4,501","107,607","26,349","76,835","4,423"
1985,Idaho,"1,005,000","2,360",22,192,269,"1,877","36,916","8,917","26,170","1,829"
1985,Illinois,"11,535,000","82,448",927,"4,529","33,120","43,872","530,205","131,015","331,030","68,160"
1985,Indiana,"5,499,000","17,014",319,"1,318","5,065","10,312","198,220","50,295","129,861","18,064"
1985,Kansas,"2,450,000","8,716",121,719,"1,929","5,947","98,474","25,740","67,433","5,301"
1985,Kentucky,"3,726,000","11,384",256,806,"2,821","7,501","98,428","28,739","62,491","7,198"
1985,Louisiana,"4,481,000","31,108",487,"1,782","8,526","20,313","218,195","59,326","141,739","17,130"
1985,Massachusetts,"5,822,000","31,334",202,"1,734","10,974","18,424","245,665","65,231","130,088","50,346"
1985,Maryland,"4,392,000","36,655",348,"1,700","13,272","21,335","199,318","52,995","126,077","20,246"
1985,Maine,"1,164,000","1,950",28,167,284,"1,471","40,789","10,607","28,260","1,922"
1985,Michigan,"9,088,000","66,714","1,018","6,140","26,572","32,984","511,852","138,792","297,827","75,233"
1985,Minnesota,"4,193,000","10,751",88,"1,242","3,598","5,823","162,597","42,663","108,954","10,980"
1985,Missouri,"5,029,000","25,321",409,"1,468","7,425","16,019","194,247","55,252","120,650","18,345"
1985,Montana,"826,000","1,722",48,159,173,"1,342","35,855","6,835","26,746","2,274"
1985,North Carolina,"6,255,000","26,327",520,"1,488","4,893","19,426","231,465","71,985","147,530","11,950"
1985,North Dakota,"685,000",322,7,50,44,221,"18,032","2,925","14,297",810
1985,Nebraska,"1,606,000","3,821",47,376,779,"2,619","55,514","11,730","41,278","2,506"
1985,New Hampshire,"998,000","1,405",21,191,266,927,"31,049","7,608","21,459","1,982"
1985,New Jersey,"7,562,000","41,172",407,"2,424","19,282","19,059","344,067","79,923","213,907","50,237"
1985,New Mexico,"1,450,000","10,207",158,722,"2,003","7,324","83,843","25,432","53,398","5,013"
1985,Nevada,"936,000","6,244",96,564,"2,573","3,011","55,294","17,312","33,336","4,646"
1985,New York,"17,783,000","165,365","1,683","5,706","89,706","68,270","828,446","219,633","502,276","106,537"
1985,Ohio,"10,744,000","41,000",554,"3,966","14,301","22,179","408,882","104,920","266,066","37,896"
1985,Oklahoma,"3,301,000","13,930",254,"1,252","3,526","8,898","165,150","53,216","93,233","18,701"
1985,Oregon,"2,687,000","14,807",125,"1,363","4,986","8,333","166,023","50,690","105,725","9,608"
1985,Pennsylvania,"11,853,000","39,240",550,"2,886","17,429","18,375","320,788","87,417","194,467","38,904"
1985,Rhode Island,"968,000","3,355",35,253,"1,122","1,945","42,368","11,929","24,119","6,320"
1985,South Carolina,"3,347,000","21,121",304,"1,385","3,143","16,289","140,892","41,955","90,260","8,677"
1985,South Dakota,"708,000",967,13,168,121,665,"17,730","3,867","13,142",721
1985,Tennessee,"4,762,000","22,592",429,"2,027","8,614","11,522","175,827","55,563","97,159","23,105"
1985,Texas,"16,370,000","90,030","2,132","8,364","31,680","47,854","985,265","289,825","595,912","99,528"
1985,Utah,"1,645,000","4,398",50,381,908,"3,059","83,072","15,511","63,668","3,893"
1985,Virginia,"5,706,000","16,813",405,"1,551","5,720","9,137","198,821","44,797","142,800","11,224"
1985,Vermont,"535,000",790,18,103,112,557,"20,011","5,210","13,924",877
1985,Washington,"4,409,000","18,757",231,"2,420","5,821","10,285","269,099","79,859","176,501","12,739"
1985,Wisconsin,"4,775,000","9,880",135,875,"3,351","5,519","181,918","37,987","133,349","10,582"
1985,West Virginia,"1,936,000","3,214",73,359,728,"2,054","40,401","11,972","25,191","3,238"
1985,Wyoming,"509,000","1,307",22,114,102,"1,069","19,130","3,515","14,732",883
1986,Total,"240,132,887","1,489,169","20,613","91,459","542,775","834,322","11,722,700","3,241,410","7,257,153","1,224,137"
1986,Alaska,"534,000","3,046",46,388,470,"2,142","30,307","6,204","20,879","3,224"
1986,Alabama,"4,053,000","22,616",409,"1,150","4,523","16,534","151,191","46,974","93,396","10,821"
1986,Arkansas,"2,372,000","9,365",191,686,"1,890","6,598","83,729","24,429","54,677","4,623"
1986,Arizona,"3,317,000","21,835",307,"1,425","5,614","14,489","221,015","63,278","143,845","13,892"
1986,California,"26,981,000","248,370","3,038","12,119","92,512","140,701","1,576,299","457,698","913,004","205,597"
1986,Colorado,"3,267,000","17,105",230,"1,382","4,731","10,762","212,626","58,531","138,219","15,876"
1986,Connecticut,"3,189,000","13,578",148,760,"6,129","6,541","140,411","38,190","87,963","14,258"
1986,District of Columbia,"626,000","9,423",194,328,"4,720","4,181","42,781","10,815","25,861","6,105"
1986,Delaware,"633,000","2,703",31,360,786,"1,526","27,881","6,598","19,562","1,721"
1986,Florida,"11,675,000","121,013","1,371","6,152","42,822","70,668","839,651","259,331","510,496","69,824"
1986,Georgia,"6,104,000","35,869",686,"2,678","13,056","19,449","297,130","88,695","182,171","26,264"
1986,Hawaii,"1,062,000","2,604",51,329,"1,129","1,095","57,626","14,218","39,922","3,486"
1986,Iowa,"2,851,000","6,703",51,356,"1,197","5,099","111,633","27,255","79,864","4,514"
1986,Idaho,"1,003,000","2,232",32,201,214,"1,785","39,964","10,065","28,081","1,818"
1986,Illinois,"11,533,000","93,454","1,023","4,765","37,583","50,083","548,311","136,306","339,418","72,587"
1986,Indiana,"5,504,000","16,937",329,"1,424","4,954","10,230","195,233","48,802","128,404","18,027"
1986,Kansas,"2,461,000","9,076",108,810,"1,958","6,200","109,607","29,229","74,029","6,349"
1986,Kentucky,"3,728,000","12,467",248,860,"3,076","8,283","102,810","30,725","64,882","7,203"
1986,Louisiana,"4,501,000","34,128",575,"1,806","10,071","21,676","239,444","65,751","153,818","19,875"
1986,Massachusetts,"5,832,000","32,476",208,"1,731","11,239","19,298","242,989","62,455","127,668","52,866"
1986,Maryland,"4,463,000","37,177",401,"1,944","13,569","21,263","212,831","55,593","132,904","24,334"
1986,Maine,"1,174,000","1,726",23,174,328,"1,201","38,909","9,433","27,548","1,928"
1986,Michigan,"9,145,000","73,517","1,032","6,167","27,550","38,768","520,127","138,040","308,894","73,193"
1986,Minnesota,"4,214,000","11,991",105,"1,338","4,299","6,249","171,832","42,319","117,371","12,142"
1986,Missouri,"5,066,000","29,310",464,"1,480","8,624","18,742","206,463","57,556","126,674","22,233"
1986,Montana,"819,000","1,289",24,142,160,963,"35,393","6,491","27,142","1,760"
1986,North Carolina,"6,331,000","30,128",515,"1,673","5,551","22,389","244,121","77,557","153,378","13,186"
1986,North Dakota,"679,000",348,7,79,47,215,"17,343","2,615","13,914",814
1986,Nebraska,"1,598,000","4,196",50,393,817,"2,936","57,418","11,956","42,784","2,678"
1986,New Hampshire,"1,027,000","1,433",23,221,242,947,"32,767","7,754","22,675","2,338"
1986,New Jersey,"7,620,000","43,623",399,"2,531","20,473","20,220","355,764","81,595","215,073","59,096"
1986,New Mexico,"1,479,000","10,731",170,693,"1,916","7,952","87,266","27,283","54,906","5,077"
1986,Nevada,"963,000","6,923",121,625,"2,763","3,414","53,647","15,446","33,601","4,600"
1986,New York,"17,772,000","175,210","1,907","5,415","91,360","76,528","849,827","217,010","519,570","113,247"
1986,Ohio,"10,752,000","45,260",595,"4,151","15,283","25,231","423,387","106,212","276,779","40,396"
1986,Oklahoma,"3,305,000","14,423",269,"1,202","3,521","9,431","184,342","59,054","103,832","21,456"
1986,Oregon,"2,698,000","14,830",178,"1,379","5,555","7,718","176,207","53,062","112,312","10,833"
1986,Pennsylvania,"11,889,000","42,629",659,"2,984","18,085","20,901","326,149","87,362","196,657","42,130"
1986,Rhode Island,"975,000","3,271",34,209,"1,157","1,871","44,528","12,616","25,041","6,871"
1986,South Carolina,"3,378,000","22,789",291,"1,395","3,361","17,742","150,752","45,276","96,132","9,344"
1986,South Dakota,"708,000",883,28,125,115,615,"18,346","3,919","13,728",699
1986,Tennessee,"4,803,000","25,919",501,"2,256","9,978","13,184","191,861","63,649","102,103","26,109"
1986,Texas,"16,682,000","109,925","2,258","8,607","40,021","59,039","1,125,897","341,747","665,029","119,121"
1986,Utah,"1,665,000","4,441",53,421,976,"2,991","86,774","15,233","67,825","3,716"
1986,Virginia,"5,787,000","17,708",411,"1,533","6,118","9,646","205,658","47,021","145,935","12,702"
1986,Vermont,"541,000",807,11,118,120,558,"20,708","5,135","14,593",980
1986,Washington,"4,463,000","19,505",223,"2,382","6,031","10,869","287,535","83,078","190,420","14,037"
1986,Wisconsin,"4,785,000","12,339",149,961,"3,483","7,746","183,692","37,464","134,083","12,145"
1986,West Virginia,"1,919,000","3,156",114,362,787,"1,893","41,301","11,999","26,055","3,247"
1986,Wyoming,"507,000","1,486",27,111,114,"1,234","20,605","4,144","15,606",855
1987,Total,"242,288,918","1,483,999","20,096","91,111","517,704","855,088","12,024,709","3,236,184","7,499,851","1,288,674"
1987,Alaska,"525,000","2,391",53,341,384,"1,613","25,841","5,093","18,195","2,553"
1987,Alabama,"4,083,000","22,833",380,"1,137","4,581","16,735","158,918","48,927","99,260","10,731"
1987,Arkansas,"2,388,000","9,839",182,779,"1,890","6,988","91,537","25,743","60,862","4,932"
1987,Arizona,"3,386,000","20,742",253,"1,396","4,687","14,406","222,663","55,059","153,296","14,308"
1987,California,"27,663,000","253,943","2,924","12,109","83,341","155,569","1,545,928","419,969","896,335","229,624"
1987,Colorado,"3,296,000","15,409",191,"1,344","3,916","9,958","197,225","50,580","132,266","14,379"
1987,Connecticut,"3,211,000","13,455",156,800,"5,720","6,779","146,958","39,120","90,852","16,986"
1987,District of Columbia,"622,000","10,016",225,245,"4,462","5,084","42,553","11,244","25,012","6,297"
1987,Delaware,"644,000","2,774",33,441,789,"1,511","29,032","6,572","20,453","2,007"
1987,Florida,"12,023,000","123,168","1,371","6,032","42,869","72,896","899,167","271,346","546,466","81,355"
1987,Georgia,"6,222,000","35,868",735,"2,681","13,014","19,438","324,511","96,572","197,302","30,637"
1987,Hawaii,"1,083,000","2,851",52,393,"1,061","1,345","60,157","12,515","43,678","3,964"
1987,Iowa,"2,834,000","6,553",59,337,"1,025","5,132","110,781","26,010","80,489","4,282"
1987,Idaho,"998,000","2,138",31,175,242,"1,690","39,342","9,748","27,923","1,671"
1987,Illinois,"11,582,000","92,216",967,"4,443","36,406","50,400","535,126","130,147","342,492","62,487"
1987,Indiana,"5,531,000","18,169",307,"1,609","4,901","11,352","209,695","52,363","137,722","19,610"
1987,Kansas,"2,476,000","8,932",110,808,"2,032","5,982","112,488","28,177","78,043","6,268"
1987,Kentucky,"3,727,000","12,589",280,781,"3,361","8,167","109,284","31,571","70,532","7,181"
1987,Louisiana,"4,461,000","30,916",496,"1,600","7,987","20,833","231,090","64,441","148,247","18,402"
1987,Massachusetts,"5,855,000","33,060",173,"1,868","10,379","20,640","244,105","62,056","127,939","54,110"
1987,Maryland,"4,535,000","34,820",436,"1,795","13,164","19,425","213,589","52,718","134,485","26,386"
1987,Maine,"1,187,000","1,806",30,186,304,"1,286","40,122","9,148","28,916","2,058"
1987,Michigan,"9,200,000","71,772","1,124","6,184","25,442","39,022","522,254","133,602","319,470","69,182"
1987,Minnesota,"4,246,000","12,118",112,"1,439","4,354","6,213","183,868","45,384","125,686","12,798"
1987,Missouri,"5,103,000","27,792",423,"1,473","8,376","17,520","212,430","56,711","133,964","21,755"
1987,Montana,"809,000","1,223",33,160,196,834,"35,986","6,521","27,541","1,924"
1987,North Carolina,"6,413,000","31,039",519,"1,863","6,023","22,634","267,157","86,964","165,841","14,352"
1987,North Dakota,"672,000",382,10,63,51,258,"18,656","3,060","14,768",828
1987,Nebraska,"1,594,000","4,004",55,345,751,"2,853","61,853","13,516","45,692","2,645"
1987,New Hampshire,"1,057,000","1,581",32,281,280,988,"34,058","7,344","24,426","2,288"
1987,New Jersey,"7,672,000","41,507",351,"2,559","17,862","20,735","362,155","77,392","219,906","64,857"
1987,New Mexico,"1,500,000","9,427",152,646,"1,625","7,004","88,775","26,815","56,777","5,183"
1987,Nevada,"1,007,000","7,006",85,622,"2,744","3,555","57,154","16,408","35,157","5,589"
1987,New York,"17,825,000","179,691","2,016","5,537","89,721","82,417","881,330","216,826","539,175","125,329"
1987,Ohio,"10,784,000","45,436",630,"4,305","16,511","23,990","447,964","114,580","292,093","41,291"
1987,Oklahoma,"3,272,000","13,664",244,"1,173","3,583","8,664","183,495","58,333","105,369","19,793"
1987,Oregon,"2,724,000","14,697",153,"1,247","5,338","7,959","175,138","48,562","113,907","12,669"
1987,Pennsylvania,"11,936,000","44,087",642,"3,130","17,241","23,074","333,476","86,177","205,619","41,680"
1987,Rhode Island,"986,000","3,547",35,241,"1,062","2,209","48,568","14,208","26,635","7,725"
1987,South Carolina,"3,425,000","22,773",318,"1,497","3,463","17,495","154,021","46,511","97,892","9,618"
1987,South Dakota,"709,000",849,13,146,87,603,"18,138","3,787","13,673",678
1987,Tennessee,"4,855,000","25,900",444,"2,133","9,409","13,914","200,616","65,632","107,459","27,525"
1987,Texas,"16,789,000","105,961","1,959","8,068","38,053","57,881","1,190,558","355,597","711,594","123,367"
1987,Utah,"1,680,000","3,861",55,365,887,"2,554","90,532","15,975","71,038","3,519"
1987,Virginia,"5,904,000","17,414",437,"1,537","6,244","9,196","216,354","47,642","153,690","15,022"
1987,Vermont,"548,000",748,15,123,92,518,"22,658","6,085","15,485","1,088"
1987,Washington,"4,538,000","19,945",256,"2,370","6,417","10,902","298,491","86,428","194,131","17,932"
1987,Wisconsin,"4,807,000","12,014",168,954,"3,192","7,700","188,411","40,502","136,058","11,851"
1987,West Virginia,"1,897,000","2,605",92,429,591,"1,493","38,953","11,450","24,436","3,067"
